"","source","target","mor"
"919","SP3","ITGAV",1
"920","NR0B1","ABCD2",1
"921","NR0B1","ABCD3",1
"922","E2F1","CCNE1",1
"923","E2F1","CCND1",1
"924","TP53","YY1",1
"925","YY1","TP53",1
"926","IRF1","CIITA",1
"927","CIITA","IRF1",1
"928","CDX2","GCG",1
"929","POU3F4","GCG",1
"930","SP1","MMP2",1
"931","SP3","MMP2",1
"932","TFAP2A","MMP2",1
"933","CEBPG","MMP2",1
"934","ETV4","MMP2",1
"935","ELF3","FOLH1",1
"936","ELF5","FOLH1",1
"937","ELF3","KLK3",1
"938","ELF5","KLK3",1
"939","ATF2","CDKN1A",1
"940","JUNB","CDKN1A",1
"941","JUND","CDKN1A",1
"942","JUN","PDGFB",1
"943","MYC","CCND2",1
"944","MAX","CCND2",1
"945","MYC","MAX",1
"946","MAX","MYC",-1
"947","MYC","MXD1",1
"948","TCF12","CD4",1
"949","ZEB1","CD4",-1
"950","EGR1","FAS",-1
"951","EGR3","FASLG",1
"952","FLI1","TGFBR2",1
"953","EWSR1","TGFBR2",-1
"954","CEBPB","S100A8",1
"955","CEBPG","S100A8",1
"956","SP1","BAX",1
"957","ETS1","DDIT3",1
"958","FLI1","DDIT3",1
"959","TP53","ETS1",-1
"960","ETS1","TP53",1
"961","ETS2","TP53",1
"962","DDIT3","GADD45A",1
"963","SP1","POU5F1",1
"964","STAT5A","FOS",1
"965","EGR1","NAB2",1
"966","NAB2","EGR1",-1
"967","TP53","CDK1",-1
"968","TP53","STMN1",-1
"969","NR1H4","FABP6",1
"970","TP53","CDKN1B",1
"971","NR1I3","SGIP1",1
"972","TP53","SGIP1",1
"973","NR3C1","CRH",-1
"974","HNF1B","HNF4A",1
"975","HNF4A","HNF1B",1
"976","NR3C1","SERPINE1",-1
"977","TP53","MAP4",-1
"978","DEAF1","HNRNPA2B1",-1
"979","ESR1","HRAS",1
"980","TBPL1","GTF2B",1
"981","TBPL1","GTF2A1",1
"982","MYOD1","CDKN1C",1
"983","MYOD1","CCNE1",1
"984","MYOD1","CDK2",1
"985","RELB","IL1A",1
"986","RELB","IL1B",1
"987","RELB","TNF",1
"988","JUN","MCF2",1
"989","MEF2C","JUN",1
"990","SPI1","ETS2",1
"991","TFAP2A","CDH1",1
"992","MYC","CDH1",1
"993","MYB","TOM1",1
"994","PAX5","PAX5",1
"995","POU4F2","PAX6",1
"996","POU4F2","EPO",1
"997","TAL1","PIK3C3",1
"998","STAT6","IRF1",1
"999","STAT6","STAT6",1
"1000","IRF1","STAT1",1
"1001","STAT1","IRF1",1
"1002","HNF1A","CYP27A1",1
"1003","TP53","GHRHR",1
"1004","TP53","MAP2K1",1
"1005","TP53","MAPK1",1
"1006","PPARA","UCP1",1
"1007","PPARG","UCP1",1
"1008","NR4A1","MEF2A",1
"1009","MEF2A","NR4A1",1
"1010","MEF2A","CABIN1",1
"1011","EPAS1","VEGFA",1
"1012","CEBPB","GH1",1
"1013","FOS","CEBPB",1
"1014","CEBPB","FOS",1
"1015","CEBPG","FOS",1
"1016","CEBPD","GH1",1
"1017","DNMT1","PSEN1",1
"1018","RUNX1","CR1",1
"1019","CEBPG","RNASE2",1
"1020","FOS","PRKACA",1
"1021","SMARCA1","HBB",1
"1022","SREBF1","GCK",1
"1023","NFATC4","GSK3B",1
"1024","RARA","TRH",1
"1025","NCOR1","TRH",1
"1026","REST","AVP",-1
"1027","ATF1","IL10",1
"1028","CREB1","IL10",1
"1029","RELA","ADRA1D",1
"1030","SPI1","FUT2",1
"1031","PPARA","IL6",-1
"1032","RELA","IL6",1
"1033","KAT7","IL6",1
"1034","CEBPG","ALB",1
"1035","TP53","ALB",1
"1036","SP1","NFYA",1
"1037","SPI1","ITGB2",1
"1038","SPI1","NCF1C",1
"1039","HNF1A","ALB",1
"1040","FOXM1","ALB",1
"1041","CEBPB","CEBPB",1
"1042","MYB","CEBPB",1
"1043","CEBPB","EBP",1
"1044","MYB","EBP",1
"1045","CEBPB","CEBPA",1
"1046","CEBPA","CEBPB",1
"1047","CUX1","TRAF6",1
"1048","CUX1","NGFR",1
"1049","CUX1","PTPN13",1
"1050","ARHGAP35","FOS",1
"1051","CUX1","TGFBR2",1
"1052","MYF5","MYOG",1
"1053","MYOG","MYF5",1
"1054","MYOG","MEF2A",1
"1055","MEF2A","MYOG",1
"1056","MYOD1","MYOG",1
"1057","MYOG","MYOD1",1
"1058","USF1","CCNB1",1
"1059","HNF4A","WNT2",1
"1060","SSRP1","SPP2",1
"1061","MYC","AR",1
"1062","AR","MYC",1
"1063","SREBF1","CYP51A1",1
"1064","SP1","CGB8",1
"1065","FOXK1","SCN5A",1
"1066","SP1","SCN5A",1
"1067","CREB1","TNF",1
"1068","SREBF1","RPS14",1
"1069","SP1","F3",1
"1070","TFAP2A","RECQL4",1
"1071","EBF1","BLK",1
"1072","EBF1","EBF1",1
"1073","NFKB1","ICAM1",1
"1074","NFKB1","VCAM1",1
"1075","RELA","ICAM1",1
"1076","RELA","VCAM1",1
"1077","TP53","ING1",1
"1078","TP53","MBP",1
"1079","ETS1","FLT1",1
"1080","SP3","ABCC3",1
"1081","SP3","SLC2A1",-1
"1082","CEBPE","LTF",1
"1083","CEBPG","OSM",1
"1084","IRF1","CAMK4",1
"1085","IRF1","TRIM63",1
"1086","IRF2","CAMK4",1
"1087","IRF2","CIITA",1
"1088","CIITA","IRF2",1
"1089","IRF1","LGALS3",1
"1090","IRF2","LGALS3",1
"1091","USF1","BRCA2",1
"1092","ELF1","BRCA2",1
"1093","USF2","BRCA2",1
"1094","SP1","TNF",1
"1095","SMAD7","SMAD3",-1
"1096","SMAD3","SMAD7",1
"1097","SMAD4","SMAD7",1
"1098","SMAD7","SMAD7",1
"1099","FOSL1","ELN",-1
"1100","JUN","ELN",-1
"1101","JUN","FGF2",1
"1102","TP73","BAX",1
"1103","SOX10","CHRNA10",1
"1104","POU3F1","CHRNA3",1
"1105","SOX10","CHRNA3",1
"1106","HIF1A","CDKN1A",1
"1107","AHR","AHR",1
"1108","AHR","GHRHR",1
"1109","NR3C1","CPS1",1
"1110","NKRF","IFNB1",1
"1111","TP53","RNF123",1
"1112","TFAP2A","MPG",1
"1113","ATF6","HSPA5",1
"1114","STAT5A","IL6",1
"1115","SP1","CD74",1
"1116","ATF1","TGFB2",1
"1117","CREB1","TGFB2",1
"1118","ATF1","TGFBR2",1
"1119","CREB1","CBLIF",1
"1120","CREB1","TGFBR2",1
"1121","USF1","CBLIF",1
"1122","USF1","TGFBR2",1
"1123","USF2","CBLIF",1
"1124","GATA5","NPPA",1
"1125","SP1","OAS1",1
"1126","SP3","OAS1",1
"1127","HOPX","FKBP4",1
"1128","MYC","CAD",1
"1129","USF1","CAD",1
"1130","TCF3","INS",1
"1131","HR","XRCC1",1
"1132","JUND","NR4A1",1
"1133","NKX6-1","INS",1
"1134","FOS","UBE2B",1
"1135","JUN","UBE2B",1
"1136","IRF1","NCF2",1
"1137","IRF8","NCF2",1
"1138","SPI1","SAMHD1",1
"1139","IRF1","CREBBP",1
"1140","CREBBP","IRF1",1
"1141","IRF8","CREBBP",1
"1142","KLF5","LTF",1
"1143","YBX1","TAT",1
"1144","CEBPB","ABCC2",1
"1145","EGR1","TP73",1
"1146","TP73","SP1",-1
"1147","SP1","TP73",1
"1148","TFAP2A","TP73",1
"1149","TP73","TP73",1
"1150","ERG","ICAM2",1
"1151","HNF4A","ANG",1
"1152","SP1","NOS3",1
"1153","FEV","DDC",1
"1154","ID3","PDLIM7",1
"1155","ZNF316","PDLIM7",1
"1156","ZNF316","RGS2",1
"1157","KLF1","HBD",1
"1158","SREBF1","SCARB1",1
"1159","SP1","EMB",1
"1160","SP3","GAST",1
"1161","CTCF","APP",1
"1162","PITX3","ALDH2",1
"1163","ATF2","PVR",1
"1164","NFKB1","BCL2L1",1
"1165","RELA","BCL2L1",1
"1166","SP1","SERPINH1",1
"1167","DNMT1","VEGFA",1
"1168","HR","VEGFA",1
"1169","YY1","PTPRA",1
"1170","STAT1","IVL",1
"1171","ID1","FASN",1
"1172","SREBF1","FASN",1
"1173","ID2","FAS",-1
"1174","ID3","FAS",-1
"1175","ID1","ADD1",1
"1176","CREM","IL2",1
"1177","STAT6","CCL11",1
"1178","WT1","TGFB1",1
"1179","MITF","TYR",1
"1180","TFAP2A","KRT10",-1
"1181","CEBPA","KRT10",1
"1182","CEBPB","KRT10",1
"1183","CEBPB","TFAP2A",1
"1184","CEBPG","TFAP2A",1
"1185","TFAP2A","TFAP2A",1
"1186","TFAP2A","CEBPA",-1
"1187","HIF1A","SERPINE1",1
"1188","HIF1A","TCIRG1",1
"1189","MYB","CCNA1",1
"1190","IRF8","IFNA1",1
"1191","E2F1","CDKN2A",1
"1192","NCOA1","CREBBP",1
"1193","E2F1","CCNA2",1
"1194","HOXB2","HBG1",1
"1195","SATB1","HBG1",1
"1196","NFKB2","TNF",1
"1197","ETV6","CR1",-1
"1198","RUNX1","ETV6",1
"1199","SP1","MT1A",1
"1200","USF1","MT1A",1
"1201","TP53","TNFRSF10B",1
"1202","TP53","BRCA1",-1
"1203","POU4F2","BRCA1",-1
"1204","POU4F1","BRCA1",1
"1205","CEBPG","ADIPOQ",1
"1206","MYC","HMOX1",1
"1207","CREB1","ALAS2",1
"1208","RARA","UCP1",1
"1209","SMAD3","CDKN1A",1
"1210","TFAP2A","SAA1",1
"1211","CEBPB","MMP11",1
"1212","CEBPG","MMP11",1
"1213","WT1","TERT",-1
"1214","NRF1","GSS",1
"1215","NRF1","NFE2",1
"1216","RORA","OXT",1
"1217","NR2F1","OXT",-1
"1218","FOS","IL2",1
"1219","SP1","SRF",1
"1220","PAX3","AKT1",1
"1221","TP53","TIMP3",1
"1222","PAX6","EYA1",1
"1223","PROX1","EYA1",1
"1224","PROX1","EYA2",1
"1225","KLF3","C4A",1
"1226","PAX3","C4A",1
"1227","MTF1","MT1A",1
"1228","AR","CDKN1A",1
"1229","TP53","TP63",-1
"1230","TP63","TP53",1
"1231","MAX","TERT",1
"1232","CUX1","BGLAP",1
"1233","EGR1","IGF2",1
"1234","WT1","IGF2",-1
"1235","MYC","NCL",1
"1236","USF1","POLR3D",1
"1237","TFAP2A","ACADVL",1
"1238","HES1","CKM",1
"1239","TFAP2A","CSF2",1
"1240","TFAP2A","HCRT",1
"1241","TP53","NOS3",-1
"1242","CDX2","GLB1",1
"1243","PEG3","VEGFA",1
"1244","NR2E3","RLBP1",1
"1245","RARA","RLBP1",1
"1246","ETS1","PTHLH",1
"1247","NCOA1","NRIP1",1
"1248","NCOR1","CREBBP",1
"1249","NCOR2","CREBBP",1
"1250","NCOR2","NRIP1",1
"1251","SP1","FMR1",1
"1252","TFAP2A","FMR1",1
"1253","CEBPB","IGF1",1
"1254","TP53","PRKCG",1
"1255","TP53","PSMA5",1
"1256","SP1","SGK1",1
"1257","SP3","SGK1",1
"1258","NCOA1","SFTPB",1
"1259","NCOA2","SFTPB",1
"1260","NCOA3","SFTPB",1
"1261","JUN","EGF",1
"1262","TP53","TGFB1",1
"1263","TP53","GDF15",1
"1264","SP1","ACLY",-1
"1265","SP3","ACLY",1
"1266","SP3","FASN",1
"1267","JUN","MICU1",1
"1268","SP1","TNC",1
"1269","FLI1","TNC",1
"1270","GABPA","TNC",1
"1271","AHR","TF",1
"1272","NR2F1","CYP1A1",-1
"1273","ZFHX3","ANPEP",1
"1274","ZFHX3","ADIPOQ",1
"1275","MITF","MC1R",1
"1276","ELF4","ABCB1",1
"1277","SP1","SRC",1
"1278","SP3","SRC",1
"1279","TAL1","TAL1",1
"1280","HOXC8","SPP1",1
"1281","SMAD1","SPP1",1
"1282","SPDEF","KLK3",1
"1283","CTCF","MYC",-1
"1284","BCL6","BCL6",-1
"1285","HNF4A","CYP7A1",-1
"1286","AR","PIAS1",1
"1287","NR5A1","INHA",1
"1288","CREM","APRT",1
"1289","STAT5B","CREBBP",1
"1290","STAT5B","STAT5B",1
"1291","STAT5B","TKT",1
"1292","RARA","RARB",1
"1293","RARB","RARA",1
"1294","RARB","RARB",1
"1295","RARB","ACTB",1
"1296","CEBPG","UCN",1
"1297","RELA","UCN",1
"1298","SP1","TNXB",1
"1299","CEBPB","PTGS2",1
"1300","NR3C1","PTGS2",-1
"1301","TOX","OMP",1
"1302","SPI1","INS",1
"1303","SPI1","RPS15",1
"1304","PPARA","LPL",1
"1305","NRF1","EIF5B",1
"1306","NRF1","SLC25A5",1
"1307","NRF1","TNFRSF11A",1
"1308","NRF1","E2F1",1
"1309","TFE3","SERPINE1",1
"1310","SMAD4","MSX2",1
"1311","DDIT3","MAPK14",1
"1312","NEUROD1","INS",1
"1313","REST","GRIN1",-1
"1314","NEUROD2","PKN1",1
"1315","PAX2","EN2",1
"1316","KLF13","TAGLN",1
"1317","GTF2IRD1","RB1",1
"1318","MAFB","MAFB",1
"1319","MYOD1","MAFB",1
"1320","MYBL2","LOX",1
"1321","SP1","CCL2",1
"1322","SP1","CXCL14",1
"1323","NR2F1","CD44",1
"1324","NR2F2","CD44",1
"1325","NR2F6","CD44",1
"1326","NR2C2","CD44",1
"1327","ELK3","CD44",1
"1328","AHR","RB1",1
"1329","MYB","CREBBP",1
"1330","ELF3","TGFBR2",1
"1331","ELF3","TGFB1",1
"1332","TFAP2A","ERBB2",1
"1333","KLF6","ADCYAP1",1
"1334","PLAG1","IGF2",1
"1335","SSRP1","CTSG",1
"1336","TFAP2C","CGA",1
"1337","CREB1","SCG2",1
"1338","CEBPB","INS",1
"1339","CEBPB","PRL",1
"1340","RELA","FN1",1
"1341","NFKB1","FN1",1
"1342","CEBPD","PPARG",1
"1343","PGR","HPGD",1
"1344","ETS2","HPGD",1
"1345","ETV4","HPGD",1
"1346","FOS","BCL2",1
"1347","PGR","MYC",-1
"1348","CIITA","STAT1",1
"1349","STAT1","CIITA",1
"1350","MEF2A","CLCA1",1
"1351","MEF2A","MSTN",1
"1352","SP1","LBR",1
"1353","SP1","MSTN",1
"1354","ETS1","PRL",1
"1355","POU1F1","TBATA",1
"1356","POU1F1","TSHB",1
"1357","PDX1","FOXA2",1
"1358","FOXA2","PDX1",1
"1359","YY1","CFTR",1
"1360","ZEB1","COL2A1",-1
"1361","JUN","PRL",1
"1362","SNAI1","CDH1",-1
"1363","ID1","ID1",1
"1364","ID1","MPZ",1
"1365","MYBL2","CDK9",1
"1366","TP53","CDK9",1
"1367","SP3","ZNF143",1
"1368","SP1","IL10",1
"1369","STAT6","ALOX15",1
"1370","FOS","CD44",1
"1371","JUN","CD44",1
"1372","STAT3","STAT3",1
"1373","CREM","TH",-1
"1374","CREM","GAST",1
"1375","HESX1","KRAS",1
"1376","MYB","ACTG2",1
"1377","MYB","ACTA2",1
"1378","KLF6","PLAU",1
"1379","KLF6","PLG",1
"1380","TBP","VCP",1
"1381","AHR","ACHE",1
"1382","APEX1","CD19",1
"1383","NRG1","SELE",1
"1384","JUN","PTGS2",1
"1385","NR2F1","GAL",1
"1386","AR","LCP1",1
"1387","EGR1","FLT1",1
"1388","ZNF354C","FLT1",1
"1389","SP1","SOD2",1
"1390","SP1","CETP",1
"1391","SP3","CETP",-1
"1392","BACH2","FGF4",1
"1393","PATZ1","MYC",1
"1394","STAT1","VIM",1
"1395","PPARG","IL2",-1
"1396","CEBPG","LDLR",1
"1397","MYC","KRAS",1
"1398","TBP","IGFBP7",1
"1399","TBP","MMP3",1
"1400","ZHX2","AFP",-1
"1401","CEBPB","RHD",1
"1402","HNF4A","GH1",-1
"1403","FOXA2","FOXA2",1
"1404","HNF4A","FOXA2",1
"1405","FOXA2","HNF4A",1
"1406","HNF4A","HNF4A",1
"1407","ONECUT1","FOXA2",1
"1408","FOXA2","ONECUT1",1
"1409","HNF4A","ONECUT1",1
"1410","ONECUT1","HNF4A",1
"1411","STAT5A","ONECUT1",1
"1412","STAT5A","TFAP2A",1
"1413","TBP","DR1",1
"1414","DR1","TBP",-1
"1415","TBP","POLR2F",1
"1416","ETS1","NR1H2",1
"1417","CEBPB","RBPJ",1
"1418","CDX2","LCT",1
"1419","CEBPG","CSF3",1
"1420","CEBPG","PRTN3",1
"1421","MYB","PRTN3",1
"1422","SPI1","CSF3",1
"1423","SPI1","PRTN3",1
"1424","GATA4","AMH",1
"1425","NR5A1","AMH",1
"1426","RXRA","BGLAP",1
"1427","VDR","BGLAP",1
"1428","HIF1A","NOS2",1
"1429","ATF1","CCNA2",1
"1430","NR1H2","CETP",-1
"1431","NR1H3","CETP",1
"1432","TP53","CAV1",1
"1433","SREBF1","CAV1",-1
"1434","KAT5","TKT",1
"1435","FOS","MMP1",1
"1436","SP1","PLAUR",1
"1437","GATA6","TFF1",1
"1438","GATA6","TFF2",1
"1439","GATA6","TFF3",1
"1440","HSF1","HSD17B6",-1
"1441","HSF1","HSPB1",1
"1442","ZNF292","GH1",1
"1443","SPI1","PAX5",1
"1444","PAX5","SPI1",-1
"1445","E2F1","SERPINE1",-1
"1446","E2F1","PLAU",1
"1447","NCOR2","RUNX1T1",1
"1448","ZBTB16","RUNX1T1",1
"1449","NCOR1","RUNX1T1",1
"1450","GBX2","IL6",1
"1451","YBX3","TAF8",1
"1452","YBX3","APP",1
"1453","TP53","PCSK1",1
"1454","TP53","SERPINB5",1
"1455","SMAD6","SMAD1",1
"1456","SMAD1","SMAD6",1
"1457","SMAD6","SMAD6",1
"1458","CEBPG","PTGS2",1
"1459","MAFK","CDK2",1
"1460","MYBL1","CDX1",1
"1461","CDX1","BCL2",1
"1462","MYBL1","BCL2",1
"1463","CDX2","BCL2",1
"1464","MYB","BCL2",1
"1465","NR5A1","POU5F1",1
"1466","RARA","POU5F1",1
"1467","GMEB1","TAT",1
"1468","EGR1","CHRNA7",1
"1469","FOS","CALM1",1
"1470","PAX8","TPO",1
"1471","TTF1","TPO",1
"1472","SP3","GH1",1
"1473","SP1","GH1",1
"1474","EBF1","CD19",1
"1475","EBF1","CD79A",1
"1476","ESR1","ERBB2",1
"1477","NCOA1","ERBB2",1
"1478","JUN","CDKN1B",-1
"1479","ETS1","CTSB",1
"1480","SP1","CTSB",1
"1481","SP3","CTSB",1
"1482","ETS2","CTSB",1
"1483","SP4","CTSB",1
"1484","IRF1","IFNB1",1
"1485","ARNT","VEGFA",1
"1486","STAT4","MYC",1
"1487","MYC","IL2",1
"1488","TFDP1","CDKN1A",1
"1489","TFAP2A","KLF12",-1
"1490","KLF12","TFAP2A",-1
"1491","ZNF91","TFAP2A",1
"1492","MSX1","BMP2",1
"1493","MSX1","BMP4",1
"1494","MSX1","SHH",1
"1495","SP1","HSPA1B",1
"1496","KMT2A","EXOSC1",1
"1497","KLF1","HBG1",1
"1498","HMGA1","IL2",1
"1499","CEBPA","DEFA3",1
"1500","NFKBIE","SELE",1
"1501","NFKBIE","ICAM1",1
"1502","REL","ICAM1",1
"1503","SP3","F3",-1
"1504","SMAD3","TGFB1",1
"1505","TFAP2A","SLC34A1",1
"1506","PATZ1","RNF4",1
"1507","ZNF362","HTR1A",1
"1508","GATA2","NOS3",1
"1509","ZNF143","HMOX1",1
"1510","PRDM1","MYC",-1
"1511","PRDM1","YY1",1
"1512","YY1","MYC",-1
"1513","STAT6","FCER1G",1
"1514","IRF1","CCL5",1
"1515","SPI1","GHR",1
"1516","NR3C1","CYP19A1",1
"1517","RUNX1","RUNX1",1
"1518","NR3C2","ADRA1D",1
"1519","NR3C2","RELA",1
"1520","SP1","NR3C2",1
"1521","NR3C2","SP1",1
"1522","RELA","RELA",1
"1523","SP1","RELA",1
"1524","RELA","SP1",1
"1525","SP1","IGF1R",1
"1526","KAT5","PRKACA",1
"1527","POU2F1","HBG1",-1
"1528","SP1","LTA",1
"1529","RARA","ABCC2",1
"1530","RARA","SLC10A1",1
"1531","ATF1","PRKACA",1
"1532","ATF1","ACHE",1
"1533","SP3","ITGAD",1
"1534","PAX3","ITGAD",1
"1535","SP1","ITGAD",1
"1536","MYB","ATP2B1",1
"1537","SSRP1","TNF",1
"1538","ATF1","RPS6KA3",1
"1539","MXD1","TERT",-1
"1540","IRF1","FASLG",1
"1541","IRF2","FASLG",1
"1542","STAT1","IL4",1
"1543","BPTF","MAZ",1
"1544","STAT3","MAPK8",1
"1545","SP3","MAPK1",1
"1546","SP1","MAPK1",1
"1547","SPI1","MAPK1",-1
"1548","STAT5A","CD34",1
"1549","ID1","CDKN1A",1
"1550","ID1","CDKN2B",1
"1551","NR5A1","CYP2B6",1
"1552","ATF1","REG3A",1
"1553","ATF1","LPIN1",1
"1554","SP1","ST6GALNAC3",1
"1555","SP1","ST6GALNAC4",1
"1556","AHR","XPO1",1
"1557","CLOCK","DBP",1
"1558","TP53","PERP",1
"1559","HNF1A","DPP4",1
"1560","SP1","LARGE1",1
"1561","MAX","FASLG",1
"1562","MYC","FASLG",1
"1563","SPI1","TLR4",1
"1564","CTCF","SIN3A",1
"1565","RARB","PRKCA",1
"1566","STAT3","GFAP",1
"1567","BHLHE40","CENPX",1
"1568","ESR1","LTF",1
"1569","IRF1","MYB",-1
"1570","SRY","AMH",1
"1571","WT1","AMH",1
"1572","ZNF354C","AMH",1
"1573","NR3C2","BAX",1
"1574","NR3C2","BCL2",1
"1575","TP53","FADD",1
"1576","STAT3","VEGFA",1
"1577","MYBL2","PARP1",1
"1578","PPARA","CYP7A1",-1
"1579","CEBPA","SCGB1A1",1
"1580","CEBPD","SCGB1A1",1
"1581","CEBPG","SCGB1A1",1
"1582","CEBPD","EBP",1
"1583","TP53","ABCB1",-1
"1584","LEF1","MITF",1
"1585","MITF","MITF",1
"1586","MAF","TP53",1
"1587","TP53","MAF",1
"1588","NR5A2","CYP8B1",1
"1589","SP1","PKM",1
"1590","SP3","PKM",1
"1591","PDX1","IAPP",1
"1592","AIRE","CREBBP",1
"1593","FOXM1","SLC2A2",1
"1594","HNF1A","SLC2A2",1
"1595","FOXA2","SLC2A2",-1
"1596","HNF1B","SLC2A2",1
"1597","ATF3","ATF3",-1
"1598","TP53","BDKRB2",1
"1599","CEBPA","IL6",1
"1600","CEBPD","IL6",1
"1601","ZGPAT","IL6",1
"1602","CEBPB","CCL2",1
"1603","ERG","TGFBR2",1
"1604","ETV1","TGFBR2",1
"1605","PPARG","CYP19A1",-1
"1606","ETS2","MGAT5",1
"1607","KLF4","CDKN1A",1
"1608","ESR1","IGF1",1
"1609","MITF","CD40",1
"1610","SP1","EPHB2",1
"1611","PDX1","SST",1
"1612","IRF1","BIRC3",1
"1613","PEG3","PTGDR",1
"1614","RARA","NPM1",1
"1615","SOX9","ACAN",1
"1616","SPI1","ACAN",1
"1617","CREB1","BCL2",1
"1618","FOS","FGFBP1",1
"1619","JUND","FGFBP1",1
"1620","WT1","CDH1",-1
"1621","SMAD7","TGFB1",1
"1622","TP53","MMP13",-1
"1623","ESR1","LPL",1
"1624","CEBPB","TNF",1
"1625","EGR2","FASLG",-1
"1626","E2F4","CCNE1",1
"1627","TFDP1","CCNE1",1
"1628","SIX4","ATP1A1",1
"1629","NEUROG3","NEUROD1",1
"1630","CXXC1","CCNA1",1
"1631","TFCP2","CCNA1",1
"1632","E2F1","E2F1",1
"1633","RELA","GC",1
"1634","SP1","LGALS1",1
"1635","TP53","CA9",1
"1636","HNF1A","GJB1",1
"1637","SP1","GJB1",1
"1638","TBX21","IFNG",1
"1639","TBX21","IL5",1
"1640","NFIC","OMP",1
"1641","SP1","SLC5A1",1
"1642","IRF1","PSMB9",1
"1643","STAT1","PSMB9",1
"1644","IRF1","ACHE",1
"1645","MYB","PTGS2",1
"1646","JUN","COPS5",1
"1647","ATF1","SST",1
"1648","EWSR1","SST",1
"1649","HOXA10","CYBB",-1
"1650","NR2C1","RARB",1
"1651","NR2C1","HLA-DRB1",1
"1652","RARA","HLA-DRB1",1
"1653","RARA","CDKN2A",1
"1654","HNF1A","G6PC1",1
"1655","SP1","TGFBR2",1
"1656","CEBPA","AMELX",1
"1657","LMX1B","LDB1",1
"1658","FOXA2","HHEX",1
"1659","GATA4","HHEX",1
"1660","NRG1","ERBB3",1
"1661","NRG1","ERBB2",1
"1662","ZNF362","REG1A",1
"1663","NR5A1","MC2R",1
"1664","NR5A1","CREBBP",1
"1665","MITF","TBX2",1
"1666","TBX2","MITF",1
"1667","TBX2","TBX2",1
"1668","SSRP1","MITF",1
"1669","SSRP1","TBX2",1
"1670","MYBL2","CLU",1
"1671","SP1","COL1A2",1
"1672","SP3","COL1A2",1
"1673","NR3C1","CYP3A4",1
"1674","SRF","NR4A1",1
"1675","NR2F2","CCND1",1
"1676","NR2F2","CDK2",1
"1677","NR2F2","CDKN1A",1
"1678","STAT1","CD86",1
"1679","SP1","AR",1
"1680","AR","SP1",1
"1681","GABPA","BRCA1",1
"1682","ELF3","KRT4",-1
"1683","ELF3","SPRR2A",1
"1684","PPARA","APOA2",1
"1685","FOS","AKR1B15",1
"1686","JUN","AKR1B15",1
"1687","JUND","AKR1B15",1
"1688","TP73","MRPL41",1
"1689","ZNF699","MRPL41",1
"1690","TP53","DKK1",1
"1691","HIF1A","CP",1
"1692","NRF1","PVR",1
"1693","NCOA1","KAT2B",1
"1694","NCOA3","CREBBP",1
"1695","NCOA3","KAT2B",1
"1696","RARA","CYP7A1",1
"1697","PPARA","ACSL1",1
"1698","SP1","VIM",1
"1699","ZNF148","VIM",-1
"1700","ATF2","CCNA2",1
"1701","TP53","TERT",-1
"1702","SP1","TERT",1
"1703","NOTO","CD74",1
"1704","NOTO","TOP2B",1
"1705","TFDP1","CD74",1
"1706","TFDP1","TOP2B",1
"1707","RFX1","HLA-E",1
"1708","RFX5","HLA-E",1
"1709","RFXANK","HLA-E",1
"1710","RFXAP","HLA-E",1
"1711","ATF4","CREBBP",1
"1712","TCF3","IGLL1",1
"1713","HNF1A","UGT2B7",1
"1714","POU2F1","UGT2B7",1
"1715","ESRRA","LTF",1
"1716","FOS","MMP13",1
"1717","JUN","MMP13",1
"1718","JUND","CEBPZ",1
"1719","JUND","MMP13",1
"1720","STAT3","CDKN2D",1
"1721","ELF1","CSF2",1
"1722","NEUROD1","MAPKAPK2",1
"1723","TTF1","SFTPC",1
"1724","BARX2","NCAM1",1
"1725","CRX","FSCN2",1
"1726","NRL","FSCN2",1
"1727","EGR1","FN1",1
"1728","EGR1","SERPINE1",1
"1729","EGR1","TGFB1",1
"1730","FOXO4","CDKN1B",1
"1731","MXD1","AMPD1",1
"1732","TP53","MPPED2",1
"1733","TP53","PTPRA",-1
"1734","JUN","LHB",1
"1735","PPARA","PKLR",1
"1736","HNF4A","DR1",1
"1737","HNF4A","PKLR",1
"1738","LHX4","IFT172",1
"1739","GATA4","EDN1",1
"1740","DLX5","BGLAP",1
"1741","ID4","ID4",1
"1742","YBX3","ERBB2",1
"1743","JUNB","CCND1",-1
"1744","TP53","ABCC1",1
"1745","ZNF423","OAZ3",1
"1746","HR","CCL7",1
"1747","NR1H4","VARS1",1
"1748","SP1","TNFRSF8",1
"1749","REL","BCL2",-1
"1750","CEBPD","ADRA1D",1
"1751","CEBPD","TNF",1
"1752","CEBPB","COL1A1",1
"1753","CEBPD","COL1A1",1
"1754","SMAD3","COL1A2",1
"1755","SMAD4","COL1A2",1
"1756","VDR","CA2",1
"1757","TFAM","GHRHR",1
"1758","SPIB","PDLIM7",1
"1759","IRF3","CCL5",1
"1760","PITX3","TH",1
"1761","MYOD1","RB1",1
"1762","ZGPAT","IL1B",1
"1763","SREBF1","ACLY",1
"1764","SREBF2","ACLY",1
"1765","SP1","SCARB1",1
"1766","RUNX2","CEBPD",1
"1767","CEBPD","CEBPD",-1
"1768","ELF4","ALDOA",1
"1769","KLF4","KRT4",1
"1770","KLF6","KRT4",1
"1771","JUN","EGFR",1
"1772","FOS","EGFR",1
"1773","JUNB","EGFR",1
"1774","ONECUT1","GH1",1
